食材,风味物质及英文名,风味描述
黄瓜,​​(E)-2-壬烯醛([E]-2-nonenal)​​,新鲜除草味
黄瓜,​​(E)-2-壬烯醛([E]-2-nonenal)​​,油脂味
黄瓜,​​(E)-2-壬烯醛([E]-2-nonenal)​​,纸味
黄瓜,​​(E)-2-壬烯醛([E]-2-nonenal)​​,西瓜味
黄瓜,​​(E)-2-壬烯醛([E]-2-nonenal)​​,黄瓜味
芸薹属甘蓝类-叶,​​(E)-4-羟基肉桂酸([E]-4-hydroxycinnamic acid),巴萨米克醋味
芸薹属甘蓝类-叶,​​(E)-4-羟基肉桂酸([E]-4-hydroxycinnamic acid),涩味
芸薹属甘蓝类-叶,​​(E)-4-羟基肉桂酸([E]-4-hydroxycinnamic acid),苯酚味
梨子,​​(E)-β-大马士革酮([E]-beta-damascenone),果香
梨子,​​(E)-β-大马士革酮([E]-beta-damascenone),煮熟苹果味
梨子,​​(E)-β-大马士革酮([E]-beta-damascenone),花香
梨子,​​(E)-β-大马士革酮([E]-beta-damascenone),蜂蜜味
根芹菜,​​(E)-β-罗勒烯([E]-beta-ocimene)​​,柑橘味
根芹菜,​​(E)-β-罗勒烯([E]-beta-ocimene)​​,温暖感
根芹菜,​​(E)-β-罗勒烯([E]-beta-ocimene)​​,甜香
根芹菜,​​(E)-β-罗勒烯([E]-beta-ocimene)​​,霉味
根芹菜,​​(E)-β-罗勒烯([E]-beta-ocimene)​​,香草植物味
柑橘类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,云杉味
柑橘类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,海藻味
柑橘类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,紫罗兰花香
柑橘类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,花香
柑橘类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,覆盆子味
海藻,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,云杉味
海藻,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,海藻味
海藻,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,紫罗兰花香
海藻,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,花香
海藻,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,覆盆子味
玉米,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,云杉味
玉米,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,海藻味
玉米,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,紫罗兰花香
玉米,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,花香
玉米,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,覆盆子味
甜瓜类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,云杉味
甜瓜类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,海藻味
甜瓜类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,紫罗兰花香
甜瓜类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,花香
甜瓜类,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,覆盆子味
葫芦巴,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,云杉味
葫芦巴,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,海藻味
葫芦巴,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,紫罗兰花香
葫芦巴,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,花香
葫芦巴,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,覆盆子味
西洋菜,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,云杉味
西洋菜,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,海藻味
西洋菜,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,紫罗兰花香
西洋菜,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,花香
西洋菜,​​(E)-β-紫罗兰酮([E]-beta-ionone)​​,覆盆子味
地瓜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
地瓜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
地瓜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
地瓜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
地瓜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
家禽类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
家禽类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
家禽类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
家禽类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
家禽类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
无花果,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
无花果,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
无花果,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
无花果,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
无花果,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
杏桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
杏桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
杏桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
杏桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
杏桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
橄榄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
橄榄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
橄榄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
橄榄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
橄榄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
洋甘菊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
洋甘菊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
洋甘菊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
洋甘菊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
洋甘菊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
玉米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
玉米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
玉米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
玉米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
玉米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
番茄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
番茄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
番茄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
番茄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
番茄,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
白花椰菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
白花椰菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
白花椰菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
白花椰菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
白花椰菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
米,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
羊肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
羊肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
羊肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
羊肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
羊肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
胡桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
胡桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
胡桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
胡桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
胡桃,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
花生,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
花生,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
花生,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
花生,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
花生,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
茶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
茶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
茶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
茶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
茶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
莱姆,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
莱姆,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
莱姆,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
莱姆,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
莱姆,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
菇类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
菇类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
菇类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
菇类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
菇类,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
蛤蜊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
蛤蜊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
蛤蜊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
蛤蜊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
蛤蜊,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
辣椒,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
辣椒,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
辣椒,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
辣椒,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
辣椒,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
酸奶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
酸奶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
酸奶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
酸奶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
酸奶,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
青花菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
青花菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
青花菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
青花菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
青花菜,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
鳌虾,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
鳌虾,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
鳌虾,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
鳌虾,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
鳌虾,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
鸡肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",氧化味
鸡肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油味
鸡肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油炸味
鸡肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",油脂味
鸡肉,"​​(E,E)-2,4-癸二烯醛([E,E]-2,4-decadienal)​",香菜味
火鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",油煎味
火鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",油脂味
火鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",生青味
火鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",石蜡油味
火鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",鱼味
珠鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",油煎味
珠鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",油脂味
珠鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",生青味
珠鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",石蜡油味
珠鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",鱼味
鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",油煎味
鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",油脂味
鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",生青味
鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",石蜡油味
鸡,"​​(E,Z)-2,4-癸二烯醛([E,Z]-2,4-decadienal)​​",鱼味
番茄,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,新鲜除草味
番茄,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,甜椒味
番茄,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,生青味
番茄,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,苹果味
番茄,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,莴苣味
蓝莓,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,新鲜除草味
蓝莓,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,甜椒味
蓝莓,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,生青味
蓝莓,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,苹果味
蓝莓,​​(Z)-3-己烯醛([Z]-3-hexenal)​​,莴苣味
淡菜,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,奶油饼干味
淡菜,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,油脂味
淡菜,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,腐烂味
淡菜,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,鱼味
淡菜,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,鲜奶油味
蛤蜊,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,奶油饼干味
蛤蜊,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,油脂味
蛤蜊,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,腐烂味
蛤蜊,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,鱼味
蛤蜊,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,鲜奶油味
鸟蛤,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,奶油饼干味
鸟蛤,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,油脂味
鸟蛤,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,腐烂味
鸟蛤,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,鱼味
鸟蛤,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,鲜奶油味
马铃薯,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,奶油饼干味
马铃薯,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,油脂味
马铃薯,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,腐烂味
马铃薯,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,鱼味
马铃薯,​​(Z)-4-庚烯醇([Z]-4-heptenal)​​,鲜奶油味
甜瓜类,​​(Z)-6-壬烯醛([Z]-6-nonenal),哈密瓜味
甜瓜类,​​(Z)-6-壬烯醛([Z]-6-nonenal),生青味
甜瓜类,​​(Z)-6-壬烯醛([Z]-6-nonenal),黄瓜味
小豆蔻,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,柑橘味
小豆蔻,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,温暖辛香味
小豆蔻,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,花香
小豆蔻,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,霉味
小豆蔻,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,香草植物味
罗勒,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,柑橘味
罗勒,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,温暖辛香味
罗勒,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,花香
罗勒,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,霉味
罗勒,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,香草植物味
芒果,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,柑橘味
芒果,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,温暖辛香味
芒果,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,花香
芒果,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,霉味
芒果,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,香草植物味
芹菜,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,柑橘味
芹菜,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,温暖辛香味
芹菜,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,花香
芹菜,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,霉味
芹菜,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,香草植物味
茴香芹,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,柑橘味
茴香芹,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,温暖辛香味
茴香芹,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,花香
茴香芹,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,霉味
茴香芹,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,香草植物味
莳萝,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,柑橘味
莳萝,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,温暖辛香味
莳萝,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,花香
莳萝,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,霉味
莳萝,​​(Z)-β-罗勒烯([Z]-beta-ocimene)​​,香草植物味
威士忌,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",愉悦感
威士忌,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",热带水果味
威士忌,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甘草
威士忌,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甜香
威士忌,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",鲜奶油
洋李,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",愉悦感
洋李,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",热带水果味
洋李,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甘草
洋李,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甜香
洋李,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",鲜奶油
猪肉,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",愉悦感
猪肉,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",热带水果味
猪肉,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甘草
猪肉,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甜香
猪肉,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",鲜奶油
苹果,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",愉悦感
苹果,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",热带水果味
苹果,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甘草
苹果,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甜香
苹果,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",鲜奶油
萝卜,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",愉悦感
萝卜,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",热带水果味
萝卜,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甘草
萝卜,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甜香
萝卜,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",鲜奶油
葡萄柚,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",愉悦感
葡萄柚,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",热带水果味
葡萄柚,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甘草
葡萄柚,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",甜香
葡萄柚,"​1,1-二乙氧乙烷(1,1-diethoxyethane)​​",鲜奶油
南方豆类,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
啤酒,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
干贝,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
扁豆,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
朝鲜蓟,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
柿子,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
核桃,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
茄子,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
莳萝,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
莴苣,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
豆类,"​1,2-二甲苯(1,2-dimethylbenzene)​",天竺葵花香
核桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
核桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
核桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
核桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
核桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
樱桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
樱桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
樱桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
樱桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
樱桃,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
罗勒,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
罗勒,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
罗勒,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
罗勒,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
罗勒,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
苦苣,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
苦苣,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
苦苣,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
苦苣,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
苦苣,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
莳萝,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
莳萝,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
莳萝,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
莳萝,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
莳萝,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
螃蟹,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
螃蟹,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
螃蟹,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
螃蟹,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
螃蟹,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
西洋菜,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
西洋菜,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
西洋菜,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
西洋菜,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
西洋菜,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
豆类,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
豆类,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
豆类,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
豆类,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
豆类,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
香草,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
香草,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
香草,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
香草,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
香草,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
鲜奶油,"​1,3-二甲苯(1,3-dimethylbenzene)​",坚果味
鲜奶油,"​1,3-二甲苯(1,3-dimethylbenzene)​",塑料味
鲜奶油,"​1,3-二甲苯(1,3-dimethylbenzene)​",树脂味
鲜奶油,"​1,3-二甲苯(1,3-dimethylbenzene)​",油煎味
鲜奶油,"​1,3-二甲苯(1,3-dimethylbenzene)​",药味
